age,experience,education,job_title,location,country,company_size,skills,salary
37,14,Bachelor,DevOps Engineer,Perth,Australia,Large (1000+),"Machine Learning, Teamwork, Leadership, SQL, Project Management",182239
30,4,Master,Risk Manager,Chennai,India,Small (50-200),"Communication, PowerPoint, Leadership, Machine Learning, JavaScript",73050
48,13,Master,Product Manager,London,UK,Large (1000+),"AWS, Communication, Machine Learning, SQL, Teamwork, Financial Modeling, Excel",282157
58,3,Bachelor,Financial Analyst,Edinburgh,UK,Small (50-200),"Python, PowerPoint, AWS, Machine Learning, Communication",87812
25,10,High School,Software Engineer,Delhi,India,Large (1000+),"PowerPoint, SQL, Python, Teamwork, Leadership, AWS, Machine Learning, JavaScript",101795
53,0,Master,Data Scientist,Remote,USA,Small (50-200),"Python, Teamwork, PowerPoint, Machine Learning, Project Management, Excel, JavaScript, Leadership",145915
55,1,Bachelor,Risk Manager,Remote,UK,Startup (1-50),"Financial Modeling, Excel, Leadership, Project Management, Python, Teamwork, AWS",81443
23,2,Bachelor,Data Scientist,Remote,Australia,Large (1000+),"PowerPoint, SQL, Communication, Excel, Leadership",115498
48,17,Bachelor,Teacher,Bangalore,India,Medium (200-1000),"Financial Modeling, Project Management, PowerPoint, Teamwork, SQL, Machine Learning, JavaScript",98580
56,36,Bachelor,Data Scientist,New York,USA,Small (50-200),"SQL, Python, Leadership, JavaScript, PowerPoint",430623
41,4,High School,HR Specialist,Bristol,UK,Medium (200-1000),"Communication, AWS, SQL, PowerPoint, Machine Learning, Excel, Financial Modeling",74719
34,32,Bachelor,Investment Banker,Edinburgh,UK,Startup (1-50),"Excel, Leadership, Machine Learning, Communication, JavaScript, Financial Modeling, Teamwork",158189
24,32,High School,Accountant,Bristol,UK,Startup (1-50),"Leadership, SQL, Machine Learning, AWS, Communication, PowerPoint, Excel",129023
59,13,Bachelor,Teacher,Delhi,India,Small (50-200),"Excel, PowerPoint, AWS, SQL, Python, Financial Modeling",77796
29,11,Bachelor,Sales Executive,Remote,USA,Startup (1-50),"Communication, Python, PowerPoint, SQL, AWS",100219
32,22,Bachelor,Medical Technician,Hyderabad,India,Medium (200-1000),"Machine Learning, JavaScript, Leadership, Python, PowerPoint, Financial Modeling, Excel, AWS",137584
45,26,Bachelor,Data Scientist,Bristol,UK,Large (1000+),"JavaScript, Teamwork, Machine Learning, SQL, Excel, AWS, Leadership",228188
43,16,Master,Marketing Manager,Remote,India,Startup (1-50),"AWS, JavaScript, SQL, Communication, Leadership, Teamwork",68043
58,24,Bachelor,Risk Manager,Perth,Australia,Large (1000+),"PowerPoint, Communication, Machine Learning, Project Management, JavaScript, Excel, Financial Modeling, Leadership",218092
27,19,PhD,DevOps Engineer,Austin,USA,Medium (200-1000),"Excel, PowerPoint, Project Management, Leadership, JavaScript, Machine Learning, Teamwork, Python",345929
49,8,Master,Risk Manager,Seattle,USA,Small (50-200),"Project Management, Leadership, Excel, AWS, Machine Learning, PowerPoint, Communication, Python",210630
54,12,Bachelor,Sales Executive,Remote,India,Small (50-200),"Communication, Leadership, Python, Excel, Financial Modeling, SQL, AWS",63607
56,30,Master,Medical Technician,Perth,Australia,Medium (200-1000),"PowerPoint, Python, AWS, Teamwork, SQL, Leadership, Project Management",302526
26,4,Bachelor,Software Engineer,Mumbai,India,Medium (200-1000),"Teamwork, SQL, Project Management, Financial Modeling, PowerPoint, Python, Machine Learning, JavaScript",91127
55,33,Bachelor,Financial Analyst,Bristol,UK,Small (50-200),"Project Management, PowerPoint, SQL, Python, Teamwork, JavaScript, Financial Modeling",168904
26,37,PhD,Software Engineer,Edinburgh,UK,Large (1000+),"Python, Communication, Project Management, Machine Learning, JavaScript, AWS, Financial Modeling, Teamwork",402882
43,3,Bachelor,UX Designer,Remote,USA,Small (50-200),"Teamwork, Leadership, Communication, PowerPoint, JavaScript",126962
47,39,Bachelor,Product Manager,Adelaide,Australia,Small (50-200),"Machine Learning, AWS, PowerPoint, Project Management, Teamwork",215600
47,22,Bachelor,Pharmacist,Adelaide,Australia,Medium (200-1000),"Python, Project Management, SQL, Excel, Financial Modeling, AWS",186929
55,18,Bachelor,UX Designer,San Francisco,USA,Startup (1-50),"PowerPoint, Machine Learning, Python, Project Management, SQL, Financial Modeling",286004
25,0,Bachelor,UX Designer,Brisbane,Australia,Small (50-200),"Communication, PowerPoint, AWS, JavaScript, Project Management, Machine Learning",125946
50,31,High School,Investment Banker,Remote,India,Large (1000+),"Financial Modeling, JavaScript, Leadership, Machine Learning, Teamwork, Python",105885
37,33,High School,Marketing Manager,Bristol,UK,Large (1000+),"PowerPoint, SQL, Machine Learning, Teamwork, Leadership, Project Management, Python, AWS",166744
31,27,Bachelor,Doctor,Birmingham,UK,Large (1000+),"JavaScript, Project Management, Machine Learning, Python, SQL, AWS, Excel, Communication",220392
48,23,Bachelor,HR Specialist,Brisbane,Australia,Startup (1-50),"AWS, Excel, Teamwork, Machine Learning, Project Management, SQL, Financial Modeling, JavaScript",151905
57,11,PhD,Data Scientist,Hyderabad,India,Startup (1-50),"Financial Modeling, Excel, Machine Learning, Teamwork, Leadership, Project Management, SQL, Python",139742
39,27,PhD,UX Designer,Hyderabad,India,Medium (200-1000),"Communication, Python, Financial Modeling, Leadership, JavaScript",204081
55,20,High School,Product Manager,Remote,USA,Startup (1-50),"Leadership, Communication, Financial Modeling, AWS, Teamwork",144835
40,11,Master,Doctor,Atlanta,USA,Medium (200-1000),"PowerPoint, Leadership, Project Management, Excel, Python",177997
29,36,PhD,HR Specialist,Seattle,USA,Large (1000+),"Teamwork, Communication, PowerPoint, Leadership, SQL",435290
26,26,Bachelor,Product Manager,Remote,UK,Large (1000+),"Python, PowerPoint, Communication, SQL, AWS, Machine Learning, JavaScript",207162
39,3,Bachelor,Sales Executive,Chennai,India,Startup (1-50),"Leadership, Communication, Project Management, Python, SQL",54072
51,17,Master,Medical Technician,Remote,USA,Medium (200-1000),"SQL, AWS, Python, Financial Modeling, Teamwork",231027
38,18,Master,Software Engineer,San Francisco,USA,Startup (1-50),"AWS, Machine Learning, Excel, Communication, JavaScript, Teamwork, Financial Modeling, Python",338955
56,31,Bachelor,Software Engineer,New York,USA,Large (1000+),"Excel, JavaScript, Financial Modeling, SQL, Communication, PowerPoint",502670
37,19,Bachelor,UX Designer,Remote,USA,Small (50-200),"AWS, SQL, Project Management, Python, Excel, PowerPoint, Machine Learning",202653
31,22,Master,Teacher,Manchester,UK,Small (50-200),"Python, Project Management, Leadership, Machine Learning, SQL",139662
39,28,Bachelor,Medical Technician,Remote,USA,Startup (1-50),"Financial Modeling, Python, SQL, Leadership, Communication, PowerPoint, JavaScript",214335
57,39,Bachelor,Data Scientist,Remote,UK,Small (50-200),"Teamwork, Machine Learning, PowerPoint, Communication, Financial Modeling, SQL",198596
53,4,Master,UX Designer,Bristol,UK,Large (1000+),"Excel, Project Management, Communication, SQL, Machine Learning, Python, Financial Modeling",165196
38,34,Bachelor,Data Scientist,Austin,USA,Large (1000+),"PowerPoint, Project Management, Python, Teamwork, Excel, Leadership, Communication, JavaScript",358619
29,13,Bachelor,Nurse,Remote,USA,Startup (1-50),"PowerPoint, Communication, AWS, JavaScript, SQL, Leadership",143202
29,33,Bachelor,Nurse,Hyderabad,India,Startup (1-50),"Leadership, Project Management, PowerPoint, SQL, Machine Learning, Excel, Python",143887
53,31,PhD,Data Scientist,Edinburgh,UK,Small (50-200),"Machine Learning, Excel, Project Management, Teamwork, SQL, Python",287033
40,7,Master,Medical Technician,Remote,UK,Medium (200-1000),"Communication, Leadership, Machine Learning, PowerPoint, JavaScript, Teamwork, AWS",128965
38,32,Bachelor,Sales Executive,Seattle,USA,Small (50-200),"Financial Modeling, SQL, Python, AWS, Excel",232811
32,34,Bachelor,UX Designer,Bristol,UK,Large (1000+),"Teamwork, PowerPoint, JavaScript, Project Management, Python",244386
33,19,Master,Financial Analyst,Delhi,India,Medium (200-1000),"PowerPoint, Excel, SQL, Python, Machine Learning, Financial Modeling, Leadership",132087
52,0,Bachelor,Data Scientist,New York,USA,Startup (1-50),"Python, Financial Modeling, Communication, Excel, AWS",164640
42,0,PhD,Teacher,Atlanta,USA,Large (1000+),"PowerPoint, Teamwork, Leadership, SQL, Machine Learning",141632
39,22,Bachelor,Doctor,Birmingham,UK,Large (1000+),"AWS, Communication, Teamwork, Machine Learning, JavaScript, Excel, PowerPoint",182445
50,24,Bachelor,DevOps Engineer,Remote,India,Medium (200-1000),"Python, Leadership, Excel, AWS, JavaScript",105249
22,18,Master,Pharmacist,Perth,Australia,Startup (1-50),"AWS, Machine Learning, Leadership, Excel, Financial Modeling",192204
56,17,Master,Product Manager,Bangalore,India,Small (50-200),"Project Management, Financial Modeling, Teamwork, SQL, PowerPoint, Leadership",150529
44,36,Master,Teacher,Melbourne,Australia,Medium (200-1000),"Financial Modeling, Leadership, Communication, AWS, PowerPoint",305373
28,11,Master,Product Manager,Melbourne,Australia,Large (1000+),"Teamwork, Communication, Excel, JavaScript, Machine Learning, SQL, AWS, Leadership",318358
47,39,Bachelor,HR Specialist,Remote,UK,Small (50-200),"Python, Financial Modeling, Communication, SQL, Teamwork, Excel, AWS, Leadership",159921
30,9,Master,Pharmacist,San Francisco,USA,Startup (1-50),"Financial Modeling, Leadership, Excel, SQL, Machine Learning",267149
58,5,Bachelor,Software Engineer,Bangalore,India,Startup (1-50),"Machine Learning, Excel, Financial Modeling, AWS, SQL, Leadership, Python",83353
35,14,Bachelor,DevOps Engineer,Bristol,UK,Small (50-200),"Python, PowerPoint, Communication, Project Management, JavaScript, Teamwork",132627
35,9,Bachelor,DevOps Engineer,Bangalore,India,Startup (1-50),"AWS, Communication, SQL, Excel, Machine Learning, Leadership",90329
59,5,Master,Product Manager,Austin,USA,Large (1000+),"Python, Leadership, Financial Modeling, Excel, Project Management, SQL",245822
41,35,High School,Investment Banker,Remote,India,Large (1000+),"PowerPoint, Leadership, AWS, Communication, Machine Learning, Python, Financial Modeling",122550
24,29,PhD,Nurse,London,UK,Medium (200-1000),"Machine Learning, PowerPoint, JavaScript, AWS, Teamwork, Project Management",392355
49,23,Bachelor,Data Scientist,San Francisco,USA,Medium (200-1000),"Excel, JavaScript, Leadership, AWS, Python, PowerPoint, Machine Learning, Project Management",385377
31,39,Master,Medical Technician,Remote,India,Medium (200-1000),"Project Management, Machine Learning, AWS, Excel, PowerPoint",173903
30,1,High School,Nurse,Seattle,USA,Small (50-200),"Teamwork, Python, SQL, Leadership, Financial Modeling",93308
36,2,Bachelor,Financial Analyst,Brisbane,Australia,Medium (200-1000),"Leadership, SQL, Teamwork, Financial Modeling, Machine Learning, Communication",128727
27,25,Bachelor,Product Manager,Remote,Australia,Startup (1-50),"Financial Modeling, Project Management, PowerPoint, Communication, Teamwork, Leadership, AWS, Python",176584
41,37,Master,Software Engineer,Seattle,USA,Small (50-200),"Machine Learning, Communication, Leadership, Python, Project Management, AWS, PowerPoint, Financial Modeling",410390
27,18,High School,Risk Manager,Mumbai,India,Small (50-200),"Financial Modeling, Project Management, PowerPoint, Communication, JavaScript, SQL, Teamwork",82794
36,8,High School,Accountant,New York,USA,Large (1000+),"Machine Learning, Leadership, Teamwork, PowerPoint, Project Management, Financial Modeling",203932
29,15,Bachelor,Nurse,Sydney,Australia,Startup (1-50),"PowerPoint, SQL, Teamwork, Machine Learning, Leadership",205655
55,24,Bachelor,Pharmacist,London,UK,Startup (1-50),"Python, Financial Modeling, Communication, JavaScript, Leadership, Teamwork",214153
26,15,Bachelor,Risk Manager,Atlanta,USA,Medium (200-1000),"Project Management, Communication, Machine Learning, Excel, Teamwork, AWS, JavaScript",165410
43,24,Master,Sales Executive,Melbourne,Australia,Medium (200-1000),"Communication, Excel, PowerPoint, Financial Modeling, Machine Learning, Python, Teamwork",257490
39,25,High School,Nurse,Adelaide,Australia,Small (50-200),"SQL, PowerPoint, Leadership, Project Management, Teamwork",154038
40,39,Master,Product Manager,Perth,Australia,Medium (200-1000),"AWS, PowerPoint, Project Management, Financial Modeling, Communication, Excel",335537
28,14,Bachelor,Pharmacist,Manchester,UK,Medium (200-1000),"AWS, Project Management, Teamwork, Financial Modeling, Excel, Python, PowerPoint, Communication",151721
40,17,Bachelor,UX Designer,Birmingham,UK,Large (1000+),"AWS, Financial Modeling, Excel, Leadership, Teamwork, Python",168964
52,9,High School,HR Specialist,San Francisco,USA,Small (50-200),"Communication, SQL, Financial Modeling, PowerPoint, AWS, Excel, Python",160744
23,10,Master,Financial Analyst,Edinburgh,UK,Startup (1-50),"Teamwork, AWS, Communication, SQL, Financial Modeling, JavaScript, Python, PowerPoint",128825
46,11,High School,Product Manager,Edinburgh,UK,Small (50-200),"Communication, Machine Learning, Leadership, Financial Modeling, SQL",110809
54,27,Bachelor,Accountant,Austin,USA,Medium (200-1000),"Project Management, SQL, PowerPoint, JavaScript, Python",228246
51,25,Bachelor,Accountant,Manchester,UK,Small (50-200),"SQL, Project Management, Communication, Python, Excel",133371
23,10,Bachelor,Product Manager,Manchester,UK,Small (50-200),"Communication, JavaScript, Financial Modeling, SQL, Machine Learning, PowerPoint",116628
41,29,Bachelor,HR Specialist,Birmingham,UK,Medium (200-1000),"AWS, Project Management, Excel, Financial Modeling, PowerPoint, JavaScript",137108
54,18,High School,Nurse,Manchester,UK,Medium (200-1000),"AWS, JavaScript, Python, Teamwork, Communication, Leadership, SQL, Project Management",145341
53,8,Bachelor,Nurse,Sydney,Australia,Small (50-200),"PowerPoint, Machine Learning, Teamwork, Project Management, SQL, Communication, Python, Financial Modeling",188232
48,16,Master,Sales Executive,Melbourne,Australia,Startup (1-50),"Machine Learning, Financial Modeling, Excel, Communication, Teamwork, SQL, PowerPoint",163706
49,4,PhD,Product Manager,Remote,India,Large (1000+),"Communication, AWS, Teamwork, Excel, Machine Learning",106627
51,39,Bachelor,UX Designer,Adelaide,Australia,Startup (1-50),"SQL, Project Management, Machine Learning, AWS, PowerPoint, JavaScript, Teamwork",208260
37,1,Bachelor,Nurse,Seattle,USA,Medium (200-1000),"AWS, Excel, JavaScript, Machine Learning, Communication",123495
36,18,Master,Nurse,Atlanta,USA,Medium (200-1000),"Python, JavaScript, Excel, PowerPoint, AWS, Communication, Teamwork",229383
38,0,Bachelor,Sales Executive,Perth,Australia,Medium (200-1000),"JavaScript, Leadership, Teamwork, Python, SQL, Excel, Financial Modeling, PowerPoint",102706
46,17,High School,Pharmacist,Austin,USA,Large (1000+),"JavaScript, Financial Modeling, Communication, Teamwork, PowerPoint, Excel",213563
42,28,Master,Data Scientist,Chennai,India,Startup (1-50),"PowerPoint, Machine Learning, SQL, Excel, Project Management, Financial Modeling, Communication, AWS",139627
48,31,Bachelor,Investment Banker,Edinburgh,UK,Startup (1-50),"Communication, JavaScript, Python, SQL, Financial Modeling",157271
52,17,Bachelor,Sales Executive,Adelaide,Australia,Large (1000+),"AWS, Communication, Excel, SQL, Financial Modeling, Project Management",143751
55,18,Master,Data Scientist,Seattle,USA,Large (1000+),"JavaScript, Machine Learning, Teamwork, Communication, Project Management",374905
40,36,Bachelor,Accountant,London,UK,Small (50-200),"SQL, Excel, Project Management, JavaScript, Python, PowerPoint, Teamwork, Machine Learning",229455
57,34,Master,HR Specialist,London,UK,Medium (200-1000),"Project Management, AWS, Python, PowerPoint, Financial Modeling",242512
47,14,PhD,Accountant,Manchester,UK,Startup (1-50),"Python, PowerPoint, Leadership, SQL, JavaScript",133068
51,7,Master,Data Scientist,Chennai,India,Large (1000+),"Financial Modeling, Communication, SQL, Project Management, Excel, Teamwork, Python",121824
32,29,Bachelor,Data Scientist,Remote,India,Medium (200-1000),"Project Management, JavaScript, Excel, Machine Learning, Leadership",123228
25,23,Bachelor,Investment Banker,Chennai,India,Small (50-200),"Python, Excel, Communication, Machine Learning, JavaScript, Financial Modeling, Teamwork",98650
37,9,Bachelor,UX Designer,Hyderabad,India,Large (1000+),"Communication, Project Management, PowerPoint, SQL, Machine Learning, Excel, Financial Modeling, Python",129137
31,26,PhD,Nurse,Remote,Australia,Small (50-200),"Teamwork, Financial Modeling, SQL, Excel, JavaScript",252615
53,4,Bachelor,Medical Technician,San Francisco,USA,Large (1000+),"PowerPoint, Leadership, Python, Project Management, JavaScript, SQL, Financial Modeling, AWS",286135
38,35,Bachelor,Medical Technician,Hyderabad,India,Medium (200-1000),"Leadership, JavaScript, SQL, Python, PowerPoint, Machine Learning, Communication",187774
39,22,Bachelor,HR Specialist,Bristol,UK,Startup (1-50),"Python, Machine Learning, Excel, Leadership, PowerPoint, Financial Modeling, SQL",115972
22,4,Bachelor,Software Engineer,Manchester,UK,Startup (1-50),"Excel, Communication, Python, SQL, PowerPoint, JavaScript, Financial Modeling",98167
42,29,Bachelor,Teacher,Atlanta,USA,Large (1000+),"Communication, JavaScript, Financial Modeling, Leadership, SQL, Machine Learning",200381
54,17,Master,Software Engineer,Remote,Australia,Large (1000+),"SQL, Machine Learning, Excel, JavaScript, Python",226930
54,39,Master,Financial Analyst,Remote,Australia,Large (1000+),"Project Management, Machine Learning, PowerPoint, JavaScript, Financial Modeling",302892
58,2,Bachelor,Financial Analyst,San Francisco,USA,Large (1000+),"Machine Learning, Financial Modeling, Communication, Excel, Python",217111
36,39,High School,DevOps Engineer,Bristol,UK,Large (1000+),"Machine Learning, Project Management, Excel, Teamwork, JavaScript",213767
41,36,Bachelor,UX Designer,Bristol,UK,Small (50-200),"AWS, JavaScript, SQL, Communication, Python, Machine Learning",198278
39,33,Bachelor,Nurse,Remote,USA,Startup (1-50),"Teamwork, JavaScript, AWS, Financial Modeling, Leadership",230869
50,16,Bachelor,Teacher,Sydney,Australia,Small (50-200),"Python, Excel, Financial Modeling, Project Management, JavaScript, Teamwork, Communication",176734
43,4,Bachelor,UX Designer,Melbourne,Australia,Large (1000+),"SQL, Teamwork, Machine Learning, Financial Modeling, Python",222471
36,27,Bachelor,Teacher,Remote,India,Startup (1-50),"Python, Project Management, Leadership, PowerPoint, AWS, SQL, Communication",75647
41,38,Master,Medical Technician,Melbourne,Australia,Medium (200-1000),"PowerPoint, Financial Modeling, Project Management, SQL, Teamwork, Python, AWS",437465
42,24,Bachelor,Software Engineer,Melbourne,Australia,Medium (200-1000),"Teamwork, Financial Modeling, SQL, PowerPoint, Python, Machine Learning, Communication, Leadership",269848
31,28,Bachelor,Doctor,Remote,India,Startup (1-50),"JavaScript, PowerPoint, Excel, Machine Learning, Leadership",94022
35,14,Bachelor,DevOps Engineer,Brisbane,Australia,Large (1000+),"Leadership, Excel, Project Management, Communication, Teamwork, PowerPoint",216688
48,9,High School,Sales Executive,Perth,Australia,Medium (200-1000),"Teamwork, Excel, Python, PowerPoint, AWS, Communication",94290
57,5,Bachelor,Data Scientist,New York,USA,Small (50-200),"Project Management, SQL, Financial Modeling, JavaScript, Machine Learning",235524
28,12,Bachelor,Sales Executive,Remote,India,Large (1000+),"Financial Modeling, JavaScript, Teamwork, AWS, Python",74457
39,0,Bachelor,Software Engineer,Brisbane,Australia,Large (1000+),"JavaScript, Leadership, Project Management, Python, Teamwork, SQL, Excel",134204
22,21,PhD,Teacher,Austin,USA,Small (50-200),"Python, PowerPoint, Leadership, AWS, Machine Learning",211755
46,36,Master,Financial Analyst,Brisbane,Australia,Small (50-200),"Python, Teamwork, Financial Modeling, AWS, JavaScript",262341
39,36,Bachelor,Sales Executive,Seattle,USA,Medium (200-1000),"Python, JavaScript, Machine Learning, PowerPoint, Excel, Teamwork",277553
37,19,Master,DevOps Engineer,London,UK,Medium (200-1000),"PowerPoint, Machine Learning, Excel, AWS, Financial Modeling, SQL, Teamwork",263053
55,13,Bachelor,Doctor,London,UK,Medium (200-1000),"Machine Learning, Financial Modeling, AWS, Python, Excel, Communication, JavaScript",184553
42,18,Master,DevOps Engineer,London,UK,Small (50-200),"Financial Modeling, Excel, PowerPoint, SQL, Python, Teamwork, JavaScript, Communication",236737
35,22,Bachelor,Product Manager,Melbourne,Australia,Medium (200-1000),"AWS, Machine Learning, Python, JavaScript, Leadership",275022
43,8,Master,Financial Analyst,Austin,USA,Large (1000+),"PowerPoint, SQL, AWS, Machine Learning, Excel",204223
59,27,Bachelor,Nurse,Sydney,Australia,Startup (1-50),"Python, Machine Learning, Teamwork, Project Management, SQL",261135
42,11,Bachelor,Product Manager,Delhi,India,Medium (200-1000),"JavaScript, SQL, Communication, Excel, PowerPoint",94292
22,19,Bachelor,Teacher,Bangalore,India,Medium (200-1000),"SQL, Teamwork, Excel, Leadership, Communication, PowerPoint",102197
38,25,Master,Nurse,Mumbai,India,Startup (1-50),"PowerPoint, Leadership, AWS, Python, Communication",148878
46,31,Master,Financial Analyst,Bangalore,India,Startup (1-50),"SQL, Python, AWS, Machine Learning, Teamwork",137057
25,35,Bachelor,Risk Manager,Seattle,USA,Small (50-200),"AWS, SQL, Communication, Teamwork, Excel, Machine Learning, Financial Modeling",284824
46,27,Master,Product Manager,New York,USA,Startup (1-50),"SQL, JavaScript, Financial Modeling, Teamwork, Python, Leadership, Project Management, PowerPoint",400664
58,36,High School,Doctor,Austin,USA,Startup (1-50),"Machine Learning, Leadership, Teamwork, JavaScript, Project Management, Financial Modeling, PowerPoint",228186
40,24,Bachelor,Nurse,Bristol,UK,Startup (1-50),"AWS, Excel, JavaScript, Python, Leadership, PowerPoint",143819
38,3,PhD,Nurse,London,UK,Large (1000+),"Excel, Python, JavaScript, PowerPoint, AWS, Teamwork",195903
40,3,PhD,Risk Manager,Melbourne,Australia,Startup (1-50),"PowerPoint, Project Management, SQL, Leadership, AWS, Python, Teamwork, Communication",176376
43,27,Bachelor,Investment Banker,Melbourne,Australia,Medium (200-1000),"Machine Learning, AWS, SQL, Project Management, Leadership, JavaScript",261443
41,16,PhD,Sales Executive,Mumbai,India,Large (1000+),"Communication, JavaScript, PowerPoint, Excel, Financial Modeling, SQL, AWS",146648
29,7,Bachelor,Accountant,Birmingham,UK,Small (50-200),"Communication, Financial Modeling, PowerPoint, Leadership, AWS",93136
22,33,Bachelor,Medical Technician,Mumbai,India,Medium (200-1000),"PowerPoint, Financial Modeling, Excel, AWS, SQL, Teamwork, Leadership, Python",176265
45,26,Bachelor,Marketing Manager,Remote,Australia,Large (1000+),"Leadership, Project Management, Machine Learning, Financial Modeling, Communication, Excel",171821
49,39,Bachelor,Teacher,Remote,India,Medium (200-1000),"Leadership, Excel, SQL, Machine Learning, Project Management",106981
48,0,Master,Accountant,Edinburgh,UK,Medium (200-1000),"PowerPoint, Excel, AWS, Teamwork, Project Management, JavaScript, Leadership, Python",117024
58,5,Bachelor,Data Scientist,Hyderabad,India,Large (1000+),"Python, Financial Modeling, Communication, JavaScript, Teamwork",112759
23,9,Bachelor,Nurse,Brisbane,Australia,Large (1000+),"Python, Teamwork, SQL, AWS, Excel, Communication",170096
26,8,Bachelor,Marketing Manager,Mumbai,India,Startup (1-50),"Financial Modeling, Project Management, Teamwork, PowerPoint, Python, Leadership, SQL",70425
25,20,Master,Nurse,Remote,UK,Startup (1-50),"Python, Financial Modeling, Machine Learning, SQL, AWS",164540
47,33,Bachelor,Medical Technician,Brisbane,Australia,Medium (200-1000),"Python, Machine Learning, Project Management, AWS, Teamwork, Financial Modeling, Leadership, PowerPoint",311577
26,31,Master,HR Specialist,Bristol,UK,Small (50-200),"Machine Learning, SQL, Python, Excel, Communication",161536
34,32,Bachelor,Financial Analyst,Brisbane,Australia,Medium (200-1000),"Project Management, Leadership, PowerPoint, Teamwork, Communication, JavaScript, Financial Modeling, Excel",229305
30,0,Master,Sales Executive,Melbourne,Australia,Large (1000+),"Python, Project Management, PowerPoint, Teamwork, Financial Modeling",139580
50,38,Master,DevOps Engineer,New York,USA,Startup (1-50),"SQL, Excel, Communication, Teamwork, JavaScript, Project Management",482894
41,36,Master,Investment Banker,Edinburgh,UK,Medium (200-1000),"Excel, JavaScript, Machine Learning, Financial Modeling, Teamwork",253967
38,7,Master,Risk Manager,London,UK,Medium (200-1000),"JavaScript, Financial Modeling, SQL, Excel, Leadership, PowerPoint, Project Management",179620
58,16,Master,Sales Executive,Bangalore,India,Large (1000+),"Machine Learning, SQL, PowerPoint, Financial Modeling, JavaScript, Python, Leadership, AWS",135548
37,9,Master,Accountant,Manchester,UK,Large (1000+),"SQL, Teamwork, Leadership, AWS, Project Management, JavaScript, Financial Modeling, Excel",167811
30,0,Bachelor,Financial Analyst,Perth,Australia,Small (50-200),"AWS, JavaScript, Financial Modeling, Teamwork, PowerPoint",93272
29,6,Master,Pharmacist,Delhi,India,Large (1000+),"Teamwork, Machine Learning, Project Management, PowerPoint, Excel, Python, Financial Modeling",114563
45,16,Master,HR Specialist,Seattle,USA,Small (50-200),"Machine Learning, Communication, Financial Modeling, JavaScript, Project Management, Python",211079
53,21,Master,Medical Technician,Remote,India,Large (1000+),"Excel, Python, Financial Modeling, Teamwork, Machine Learning, SQL, Communication",158526
35,29,PhD,HR Specialist,Mumbai,India,Large (1000+),"Project Management, Leadership, JavaScript, Communication, SQL, PowerPoint, Teamwork",185796
48,7,Bachelor,Teacher,Hyderabad,India,Small (50-200),"AWS, SQL, Financial Modeling, Project Management, Teamwork, JavaScript",77788
33,9,Master,Product Manager,Edinburgh,UK,Medium (200-1000),"Financial Modeling, Communication, Python, AWS, PowerPoint, JavaScript, Excel",157871
50,26,Bachelor,Marketing Manager,Adelaide,Australia,Medium (200-1000),"Financial Modeling, Project Management, SQL, PowerPoint, Leadership",141649
24,33,PhD,Doctor,Edinburgh,UK,Medium (200-1000),"Excel, Python, JavaScript, AWS, Project Management, SQL, Teamwork, Financial Modeling",332613
55,24,Master,Risk Manager,Hyderabad,India,Large (1000+),"Excel, AWS, Python, Communication, Teamwork, Leadership",164843
24,22,Master,Medical Technician,Remote,UK,Small (50-200),"SQL, Machine Learning, Excel, AWS, JavaScript, PowerPoint, Project Management",170547
50,19,Bachelor,Financial Analyst,Melbourne,Australia,Startup (1-50),"Communication, Project Management, SQL, Leadership, Excel, PowerPoint, Python, AWS",177567
39,26,Master,UX Designer,Birmingham,UK,Startup (1-50),"SQL, PowerPoint, JavaScript, Machine Learning, Python",169061
43,26,Master,Medical Technician,Perth,Australia,Large (1000+),"Teamwork, Communication, PowerPoint, JavaScript, Python, Excel, Leadership",293528
44,28,Bachelor,Doctor,Mumbai,India,Large (1000+),"Python, JavaScript, Machine Learning, Communication, Project Management, Leadership, Teamwork",179039
43,12,Bachelor,Product Manager,Atlanta,USA,Large (1000+),"AWS, Teamwork, Machine Learning, PowerPoint, Python, SQL, JavaScript, Leadership",210051
33,38,Master,Risk Manager,London,UK,Small (50-200),"Machine Learning, Excel, Communication, SQL, PowerPoint, Python, Financial Modeling, Project Management",291317
39,16,PhD,Accountant,Hyderabad,India,Large (1000+),"Leadership, JavaScript, Communication, Excel, Project Management",143962
58,24,Bachelor,Medical Technician,Remote,UK,Large (1000+),"Communication, PowerPoint, Teamwork, Leadership, Machine Learning, Project Management, Python",202159
35,24,PhD,UX Designer,Remote,Australia,Startup (1-50),"SQL, AWS, JavaScript, Financial Modeling, Python, Excel, Communication, Machine Learning",214883
33,4,High School,Doctor,Bangalore,India,Startup (1-50),"Leadership, Machine Learning, Python, Excel, Project Management",63783
41,13,Master,Pharmacist,San Francisco,USA,Large (1000+),"Communication, Financial Modeling, Teamwork, PowerPoint, SQL, Leadership, Project Management, Excel",474499
46,37,Bachelor,Accountant,Birmingham,UK,Medium (200-1000),"JavaScript, Excel, Financial Modeling, Machine Learning, AWS, Python",187453
56,34,Bachelor,Investment Banker,Austin,USA,Large (1000+),"Python, Leadership, Teamwork, Project Management, JavaScript",316680
37,21,Master,Teacher,Remote,UK,Small (50-200),"SQL, PowerPoint, Communication, Python, Project Management, AWS, Machine Learning, Teamwork",137522
